VariableWeights
Sat1	-0.331782856865719
Pisd	-0.330918546610022
Prnp	-0.329265407670549
Pdzd8	-0.328140161048947
Cox17	-0.322556188914826
March2	-0.321744463729644
Cir1	-0.321577467424056
Xrn1	-0.320851849493557
Met	-0.319856140076699
Abracl	-0.31879797514533
Ift52	-0.318361359606664
Rbm27	-0.318233122741835
Lgr4	-0.31806284418291
Capza2	-0.31803375012713
Chmp1a	-0.315799383427093
Lyrm5	-0.314023942323496
Pnrc1	-0.313957170274392
Zfp707	-0.312411359172212
Cox16	-0.312091719440513
Steap4	-0.30730951416173
Bscl2	-0.307013657490705
Apeh	-0.30299986894924
Ctso	-0.302259537992937
Sri	-0.294390094432875
Ifnar2	-0.292140871775033
Cmpk1	-0.292114395351203
Dcun1d1	-0.29069062730788
Trnau1ap	-0.289571286118285
Nfia	-0.286406759491638
Fcho2	-0.285659761849152
Rdh16	-0.283782864132913
Reep5	-0.277441074152939
Diap2	-0.276340961254827
Col14a1	-0.275251842400536
Anxa4	-0.270904434884712
Frrs1	-0.26979702955712
Bclaf1	-0.267732203368188
Amdhd1	-0.265999731865433
Sds	-0.265953703626138
Rps12	-0.265140222546995
Atl2	-0.26239375861336
Osbpl9	-0.259970481992066
Ube2b	-0.255448476629758
Aff4	-0.240180579359279
Eif4ebp2	-0.236795355803912
Cwc25	-0.22877713801477
Pcca	-0.202149289642719
Trpm7	-0.190832882800922
Mknk2	-0.171195892185474
Chd4	-0.163207823431202
Fbxo3	-0.15179924773815
Ppip5k2	-0.138531710717206
